scientific_name,common_names,category,park_name,observations,conservation_status
Triteleia ixioides ssp. scabra,Prettyface,Vascular Plant,Great Smoky Mountains National Park,73,
Cryptantha ambigua,"Basin Cryptantha, Wickes Cryptantha, Wilkes Cryptantha",Vascular Plant,Bryce National Park,78,
Nicotiana acuminata var. multiflora,Manyflower Tobacco,Vascular Plant,Yosemite National Park,160,
Otus asio,Eastern Screech-Owl,Bird,Yosemite National Park,169,
Pinus palustris,Longleaf Pine,Vascular Plant,Yellowstone National Park,267,
Percina squamata,Olive Darter,Fish,Bryce National Park,97,Species of Concern
Melanerpes erythrocephalus,Red-Headed Woodpecker,Bird,Yellowstone National Park,244,
Certhia americana,Brown Creeper,Bird,Yosemite National Park,115,Species of Concern
Sayornis saya,Say's Phoebe,Bird,Great Smoky Mountains National Park,80,
Torreyochloa pallida var. pauciflora,Pale False Mannagrass,Vascular Plant,Bryce National Park,97,
Achnatherum thurberianum,Thurber's Needlegrass,Vascular Plant,Yosemite National Park,148,
Penstemon fruticosus,Bush Penstemon,Vascular Plant,Bryce National Park,87,
Solidago hispida,"Hairy Goldenrod, Yellow Hairy Goldenrod",Vascular Plant,Yosemite National Park,162,
Solidago odora,"Fragrant Goldenrod, Sweet Goldenrod",Vascular Plant,Great Smoky Mountains National Park,90,
Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,Nonvascular Plant,Yellowstone National Park,263,
Rhodobryum roseum,Rose Rhodobryum Moss,Nonvascular Plant,Yellowstone National Park,219,
Urtica dioica,Stinging Nettle,Vascular Plant,Yosemite National Park,205,
Amaranthus albus,"Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",Vascular Plant,Yellowstone National Park,234,
Amaranthus albus,"White Amaranthus, White Pigweed",Vascular Plant,Yellowstone National Park,234,
Scirpus congdonii,Congdon's Bulrush,Vascular Plant,Yellowstone National Park,294,
Rosa setigera,Prairie Rose,Vascular Plant,Bryce National Park,137,
Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,Vascular Plant,Bryce National Park,86,
Carex scabrata,Rough Sedge,Vascular Plant,Yosemite National Park,118,
Bartramia pomiformis,Bartramia Moss,Nonvascular Plant,Yosemite National Park,128,
Rhus glabra,Smooth Sumac,Vascular Plant,Bryce National Park,70,
Antennaria argentea,"Silver Pussytoes, Silvery Pussytoes",Vascular Plant,Yosemite National Park,148,
Hygrohypnum closteri,Closter's Brook-Hypnum,Nonvascular Plant,Great Smoky Mountains National Park,59,
Carex macrochaeta,Alaska Large Awn Sedge,Vascular Plant,Great Smoky Mountains National Park,93,
Triteleia laxa,Ithuriel's Spear,Vascular Plant,Bryce National Park,120,
Setophaga americana,Northern Parula,Bird,Bryce National Park,120,
Accipiter gentilis,Northern Goshawk,Bird,Great Smoky Mountains National Park,78,
Muhlenbergia montana,Mountain Muhly,Vascular Plant,Bryce National Park,99,
Sisymbrium loeselii,"False London Rocket, Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard",Vascular Plant,Bryce National Park,108,
Verbena stricta,"Hoary Verbena, Hoary Vervain, Tall Vervain, Woolly Verbena",Vascular Plant,Bryce National Park,102,
Lupinus albifrons var. albifrons,Silver Lupine,Vascular Plant,Bryce National Park,143,
Scrophularia californica ssp. floribunda,California Figwort,Vascular Plant,Bryce National Park,93,
Layia pentachaeta ssp. pentachaeta,Sierra Tidytips,Vascular Plant,Yosemite National Park,141,
Phlox pulvinata,"Cushion Phlox, Powder Phlox",Vascular Plant,Great Smoky Mountains National Park,70,
Clematis dioica,Cabellos De Angel,Vascular Plant,Great Smoky Mountains National Park,60,
Artemisia nova,Black Sagebrush,Vascular Plant,Yellowstone National Park,265,
Waldsteinia fragarioides ssp. doniana,Barren Strawberry,Vascular Plant,Yellowstone National Park,234,
Grindelia squarrosa,"Curlycup Gumweed, Curlytop Gumweed, Gumweed, Rosinweed, Tarweed",Vascular Plant,Bryce National Park,124,
Boechera lemmonii,Lemmon's Rockcress,Vascular Plant,Bryce National Park,95,
Perca flavescens,Yellow Perch,Fish,Bryce National Park,106,
Rhododendron minus,"Carolina Rhododendron, Small-Leaved Rhododendron",Vascular Plant,Yellowstone National Park,245,
Calamagrostis canadensis,Bluejoint,Vascular Plant,Yellowstone National Park,264,
Calamagrostis canadensis,"Bluejoint, Bluejoint Reedgrass",Vascular Plant,Yellowstone National Park,264,
Dicranella varia,Dicranella Moss,Nonvascular Plant,Great Smoky Mountains National Park,82,
Philadelphus inodorus var. strigosus,Mock-Orange,Vascular Plant,Great Smoky Mountains National Park,99,
Ptilium crista-castrensis,Knights Plume Moss,Nonvascular Plant,Great Smoky Mountains National Park,109,
Paronychia argyrocoma,Silvery Nailwort,Vascular Plant,Bryce National Park,104,
Dicranum montanum,Montane Dicranum Moss,Nonvascular Plant,Bryce National Park,81,
Perideridia parishii ssp. latifolia,Parish's Yampah,Vascular Plant,Great Smoky Mountains National Park,76,
Gallinula chloropus,Common Moorhen,Bird,Great Smoky Mountains National Park,37,
Symphyotrichum laeve var. laeve,Smooth Blue Aster,Vascular Plant,Yellowstone National Park,257,
Rudbeckia hirta var. hirta,Black-Eyed Susan,Vascular Plant,Bryce National Park,67,
Etheostoma rufilineatum,Redline Darter,Fish,Great Smoky Mountains National Park,94,
Phalacrocorax auritus,Double-Crested Cormorant,Bird,Great Smoky Mountains National Park,45,Species of Concern
Micropterus punctulatus,Spotted Bass,Fish,Great Smoky Mountains National Park,108,
Rumex aquaticus var. fenestratus,Western Dock,Vascular Plant,Great Smoky Mountains National Park,101,
Scutellaria elliptica var. hirsuta,Hairy Skullcap,Vascular Plant,Yellowstone National Park,267,
Symphyotrichum falcatum var. commutatum,White Prairie Aster,Vascular Plant,Bryce National Park,96,
Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Vascular Plant,Great Smoky Mountains National Park,70,
Crepis capillaris,"Smooth Hawksbeard, Smooth Hawk's-Beard",Vascular Plant,Great Smoky Mountains National Park,70,
Manfreda virginica,False Aloe,Vascular Plant,Yosemite National Park,109,
Pentagramma triangularis ssp. triangularis,"Goldback Fern, Goldfern, Western Goldfern",Vascular Plant,Great Smoky Mountains National Park,77,
Carex petasata,"Liddon Sedge, Liddon's Sedge",Vascular Plant,Yellowstone National Park,271,
Ranunculus pusillus,"Aquatic Buttercup, Pursh Buttercup",Vascular Plant,Yosemite National Park,156,
Lepidium campestre,"Cow-Cress, Field Pepper-Grass",Vascular Plant,Great Smoky Mountains National Park,108,
Lepidium campestre,"Cream-Anther Field Pepperwort, Field Pepperweed",Vascular Plant,Great Smoky Mountains National Park,108,
Clemmys muhlenbergii,Bog Turtle,Reptile,Yellowstone National Park,229,
Verbena bracteata,"Bigbract Verbena, Bracted Vervain, Carpet Vervain, Prostrate Verbena, Prostrate Vervain",Vascular Plant,Bryce National Park,106,
Rudbeckia hirta var. pulcherrima,"Blackeyed Susan, Pinewoods Coneflower",Vascular Plant,Yellowstone National Park,232,
Rudbeckia hirta var. pulcherrima,Narrow-Leaved Black-Eyed Susan,Vascular Plant,Yellowstone National Park,232,
Leiophyllum buxifolium,Sand Myrtle,Vascular Plant,Great Smoky Mountains National Park,91,
Leucosticte atrata,Black Rosy-Finch,Bird,Yellowstone National Park,222,
Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",Vascular Plant,Bryce National Park,114,
Apocynum cannabinum,"Common Dogbane, Dogbane, Hemp Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane",Vascular Plant,Bryce National Park,114,
Elanoides forficatus,"American Swallow-Tailed Kite, Swallow-Tailed Kite",Bird,Great Smoky Mountains National Park,26,Species of Concern
Dichanthelium longiligulatum,"Coastal-Plain Witchgrass, Long-Ligule Panic Grass",Vascular Plant,Yosemite National Park,170,
Madia bolanderi,Bolander's Madia,Vascular Plant,Great Smoky Mountains National Park,119,
Artemisia douglasiana,"Douglas' Mugwort, Douglas' Sagewort",Vascular Plant,Yellowstone National Park,231,
Galium bolanderi,Bolander's Bedstraw,Vascular Plant,Yellowstone National Park,224,
Phegopteris connectilis,Northern Beech Fern,Vascular Plant,Yosemite National Park,135,
Sparganium natans,Small Bur-Reed,Vascular Plant,Yellowstone National Park,245,
Chenopodium album,"Common Lambsquarters, Lambsquarters, Lambsquarters Goosefoot, White Goosefoot",Vascular Plant,Great Smoky Mountains National Park,54,
Carex purpurifera,"Purple Sedge, Purple-Based Sedge",Vascular Plant,Yosemite National Park,185,
Gilia leptalea,Bridges' Gilia,Vascular Plant,Yosemite National Park,135,
Phalaris arundinacea,Reed Canary Grass,Vascular Plant,Yosemite National Park,163,
Phalaris arundinacea,"Reed Canary Grass, Reed Canarygrass",Vascular Plant,Yosemite National Park,163,
Tortella humilis,Tortella Moss,Nonvascular Plant,Yellowstone National Park,238,
Orbexilum pedunculatum var. pedunculatum,Sampson's Snakeroot,Vascular Plant,Yellowstone National Park,202,
Hexastylis heterophylla,Variableleaf Heartleaf,Vascular Plant,Yellowstone National Park,224,
Huperzia porophila,Rock Clubmoss,Vascular Plant,Yosemite National Park,132,
Chenopodium album var. missouriense,Missouri Lambsquarters,Vascular Plant,Bryce National Park,66,
Aquilegia vulgaris,European Columbine,Vascular Plant,Yosemite National Park,155,
Callitriche marginata,Winged Water-Starwort,Vascular Plant,Yellowstone National Park,237,Species of Concern
Cassiope mertensiana,"Western Moss Heather, White Heather",Vascular Plant,Bryce National Park,80,
Carex eburnea,"Black-Fruited Sedge, Ebony Sedge",Vascular Plant,Bryce National Park,69,
Sabatia angularis,"Rose-Pink, Square-Stemmed Rose Pink",Vascular Plant,Yosemite National Park,158,
Potentilla glandulosa ssp. nevadensis,Nevada Cinquefoil,Vascular Plant,Yosemite National Park,138,
Juncus ensifolius var. montanus,Rocky Mountain Rush,Vascular Plant,Yellowstone National Park,247,
Ivesia muirii,Granite Mousetail,Vascular Plant,Great Smoky Mountains National Park,44,
Vernonia noveboracensis,New York Ironweed,Vascular Plant,Great Smoky Mountains National Park,95,
Eragrostis mexicana ssp. virescens,Mexican Lovegrass,Vascular Plant,Great Smoky Mountains National Park,91,
Catoptrophorus semipalmatus,Willet,Bird,Bryce National Park,124,
Cryptantha glomeriflora,Truckee Cryptantha,Vascular Plant,Yellowstone National Park,257,
Sphyrapicus nuchalis,Red-Naped Sapsucker,Bird,Yosemite National Park,108,
Claytonia perfoliata ssp. perfoliata,Miner's Lettuce,Vascular Plant,Yellowstone National Park,285,
Dicranum fulvum,Dicranum Moss,Nonvascular Plant,Great Smoky Mountains National Park,63,
Racomitrium aciculare,Racomitrium Moss,Nonvascular Plant,Bryce National Park,81,
Paronychia argyrocoma,Silvery Nailwort,Vascular Plant,Great Smoky Mountains National Park,85,
Salix planifolia ssp. planifolia,"Diamondleaf Willow, Tealeaf Willow",Vascular Plant,Great Smoky Mountains National Park,79,
Vermivora ruficapilla,Nashville Warbler,Bird,Yellowstone National Park,229,Species of Concern
Sedum obtusatum ssp. obtusatum,"Sierra Stonecrop, Sierran Stonecrop",Vascular Plant,Yellowstone National Park,268,
Asclepias incarnata ssp. pulchra,Swamp Milkweed,Vascular Plant,Yosemite National Park,149,
Galax urceolata,Galax,Vascular Plant,Great Smoky Mountains National Park,72,
Delphinium gracilentum,Pine Forest Larkspur,Vascular Plant,Yellowstone National Park,265,
Ranunculus repens,Creeping Buttercup,Vascular Plant,Yellowstone National Park,254,
Ranunculus repens,"Creeping Buttercup, Creeping Butter-Cup",Vascular Plant,Yellowstone National Park,254,
Panicum capillare,"Annual Witchgrass, Common Panic Grass, Common Witchgrass, Panicgrass, Ticklegrass, Tumble Panic, Tumbleweed Grass, Witches Hair, Witchgrass",Vascular Plant,Bryce National Park,75,
Panicum capillare,"Old Witch Panic-Grass, Panic Grass",Vascular Plant,Bryce National Park,75,
Carphophis amoenus helenae,Midwest Worm Snake,Reptile,Bryce National Park,111,
Adlumia fungosa,Climbing Fumitory,Vascular Plant,Yellowstone National Park,246,
Corylus cornuta var. californica,"California Hazel, California Hazelnut",Vascular Plant,Yosemite National Park,158,
Lespedeza violacea,Violet Bush-Clover,Vascular Plant,Yellowstone National Park,251,
Saxifraga virginiensis var. virginiensis,Early Saxifrage,Vascular Plant,Great Smoky Mountains National Park,55,
Rana sylvatica,Wood Frog,Amphibian,Bryce National Park,133,
Haemorhous purpureus,Purple Finch,Bird,Yosemite National Park,139,
Buteo regalis,Ferruginous Hawk,Bird,Bryce National Park,120,
Fraxinus pennsylvanica,Green Ash,Vascular Plant,Great Smoky Mountains National Park,74,
Danthonia sericea,"Downy Oat Grass, Silky Oat-Grass",Vascular Plant,Yosemite National Park,119,
Sorex monticolus,Dusky Shrew,Mammal,Bryce National Park,117,
Sorex monticolus,Montane Shrew,Mammal,Bryce National Park,117,
Penstemon davidsonii var. davidsonii,Davidson's Penstemon,Vascular Plant,Great Smoky Mountains National Park,50,
Collinsia bartsiifolia var. davidsonii,Davidson's Blue Eyed Mary,Vascular Plant,Great Smoky Mountains National Park,89,
Asparagus officinalis,"Asparagus, Garden Asparagus, Garden-Asparagus",Vascular Plant,Yosemite National Park,155,
Asparagus officinalis,"Garden Asparagus-Fern, Wild Asparagus",Vascular Plant,Yosemite National Park,155,
Bos taurus,"Aurochs, Aurochs, Domestic Cattle (Feral), Domesticated Cattle",Mammal,Bryce National Park,99,
Gentianella tenella,"Dane's Dwarf Gentian, Dane's Dwarfgentian, Lapland Gentian",Vascular Plant,Yosemite National Park,106,
Tragopogon porrifolius,"Common Salsify, Goatsbeard, Purple Salsify, Salsify",Vascular Plant,Great Smoky Mountains National Park,68,
Tragopogon porrifolius,Salsify,Vascular Plant,Great Smoky Mountains National Park,68,
Ratibida pinnata,Pinnate Prairie Coneflower,Vascular Plant,Yosemite National Park,156,
Ilex verticillata,"Black Holly, Winterberry",Vascular Plant,Great Smoky Mountains National Park,87,
Coreopsis auriculata,"Auricled Tickseed, Lobed Tickseed",Vascular Plant,Great Smoky Mountains National Park,77,
Piranga ludoviciana,Western Tanager,Bird,Great Smoky Mountains National Park,35,
Carex trisperma,Three-Seeded Sedge,Vascular Plant,Great Smoky Mountains National Park,90,
Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Bird,Yellowstone National Park,245,
Glaucidium gnoma,Northern Pygmy Owl,Bird,Yellowstone National Park,245,
Townsendia spathulata,Sword Townsend Daisy,Vascular Plant,Yosemite National Park,144,
Aquilegia formosa,"Crimson Columbine, Western Columbine",Vascular Plant,Bryce National Park,112,
Anagallis arvensis,"Pimpernel, Scarlet Pimpernel",Vascular Plant,Great Smoky Mountains National Park,68,
Anagallis arvensis,Scarlet Pimpernel,Vascular Plant,Great Smoky Mountains National Park,68,
Nepeta cataria,"Catmint, Catnip, Catwort, Field Balm",Vascular Plant,Bryce National Park,120,
Nepeta cataria,Catnip,Vascular Plant,Bryce National Park,120,
Pohlia nutans,Pohlia Moss,Nonvascular Plant,Bryce National Park,100,
Notropis baileyi,Rough Shiner,Fish,Yellowstone National Park,230,
Poa chapmaniana,"Chapman Bluegrass, Chapman's Bluegrass",Vascular Plant,Yellowstone National Park,234,
Salix arctica,Arctic Willow,Vascular Plant,Yosemite National Park,139,
Catharus guttatus,Hermit Thrush,Bird,Bryce National Park,93,
Melica aristata,"Bearded Melicgrass, Bearded Oniongrass",Vascular Plant,Yosemite National Park,158,
Luzula divaricata,Forked Woodrush,Vascular Plant,Yellowstone National Park,239,
Icteria virens,Yellow-Breasted Chat,Bird,Yellowstone National Park,193,Species of Concern
Poa glauca ssp. rupicola,Timberline Bluegrass,Vascular Plant,Yosemite National Park,161,
Erysimum asperum,Western Wallflower,Vascular Plant,Bryce National Park,85,
Corallorrhiza wisteriana,"Coralroot, Spring Coralroot",Vascular Plant,Bryce National Park,118,
Corallorrhiza wisteriana,Spring Coralroot,Vascular Plant,Bryce National Park,118,
Calidris bairdii,Baird's Sandpiper,Bird,Yosemite National Park,158,
Epilobium hornemannii ssp. hornemannii,Hornemann's Willowherb,Vascular Plant,Great Smoky Mountains National Park,82,
Dicranodontium denudatum,Denuded Dicranodontium Moss,Nonvascular Plant,Bryce National Park,110,
Panicum rigidulum,"Redtop Panicgrass, Redtop Panicum",Vascular Plant,Great Smoky Mountains National Park,82,
Lycopersicon esculentum,"Garden Tomato, Tomato",Vascular Plant,Yosemite National Park,140,
Carduus acanthoides,"Plumeless Thistle, Spiny Plumeless Thistle, Spiny Plumeless-Thistle",Vascular Plant,Yellowstone National Park,232,
Carduus acanthoides,Spiny Plumeless Thistle,Vascular Plant,Yellowstone National Park,232,
Viola sagittata,Arrow-Leaved Violet,Vascular Plant,Yosemite National Park,140,
Cladrastis kentukea,Yellowwood,Vascular Plant,Yellowstone National Park,250,
Mimus polyglottos,"Mockingbird, Northern Mockingbird",Bird,Bryce National Park,121,
Mimus polyglottos,Northern Mockingbird,Bird,Bryce National Park,121,
Potentilla drummondii ssp. bruceae,Drummond's Cinquefoil,Vascular Plant,Bryce National Park,127,
Viola palustris,Marsh Violet,Vascular Plant,Great Smoky Mountains National Park,47,
Allium tribracteatum,Threebract Onion,Vascular Plant,Yosemite National Park,135,Species of Concern
Clinostomus sp. 1,Smoky Dace,Fish,Great Smoky Mountains National Park,88,
Equisetum hyemale var. affine,Scouringrush Horsetail,Vascular Plant,Bryce National Park,65,
Equisetum hyemale var. affine,"Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",Vascular Plant,Bryce National Park,65,
